route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,peak_flag,fare_id,wheelchair_accessible,bikes_allowed
100169,80518,693953727,"Carkeek Park","EXPRESS",0,7425900,11028002,0,101,1,1
100169,80518,693953797,"Carkeek Park","EXPRESS",0,7425900,11028002,0,101,1,1
100169,80518,693953807,"Carkeek Park","EXPRESS",0,7425900,11028002,0,101,1,1
100169,80518,693953867,"Carkeek Park","EXPRESS",0,7425899,11028002,0,101,1,1
100169,80518,693953917,"Carkeek Park","EXPRESS",0,7425899,11028002,0,101,1,1
100169,80518,693954037,"Carkeek Park","EXPRESS",0,7425898,11028002,0,101,1,1
100169,80518,693954097,"Carkeek Park","EXPRESS",0,7425898,11028002,0,101,1,1
100169,80518,693954157,"Carkeek Park","EXPRESS",0,7425892,11028002,0,101,1,1
100169,80518,693954217,"Carkeek Park","EXPRESS",0,7425892,11028002,0,101,1,1
100169,80518,693954317,"Carkeek Park","EXPRESS",0,7425988,11028002,0,101,1,1
100169,80518,693954327,"Carkeek Park","EXPRESS",0,7425988,11028002,0,101,1,1
100169,80518,693954347,"Carkeek Park","EXPRESS",0,7425988,11028002,0,101,1,1
100169,80518,693954397,"Carkeek Park","EXPRESS",0,7425897,11028002,0,101,1,1
100169,80518,693954487,"Carkeek Park","EXPRESS",0,7425897,11028002,0,101,1,1
100169,80518,693954507,"Carkeek Park","EXPRESS",0,7425897,11028002,0,101,1,1
100169,80518,693954527,"Carkeek Park","EXPRESS",0,7425897,11028002,0,101,1,1
100169,80518,693954657,"Carkeek Park","EXPRESS",0,7425896,11028002,0,101,1,1
100169,80518,693954667,"Carkeek Park","EXPRESS",0,7425896,11028002,0,101,1,1
100169,80518,693954737,"Carkeek Park","EXPRESS",0,7425991,11028002,0,101,1,1
100169,80518,693954797,"Carkeek Park","EXPRESS",0,7425991,11028002,0,101,1,1
100169,80518,693954867,"Carkeek Park","EXPRESS",0,7425895,11028002,0,101,1,1
100169,80518,693954937,"Carkeek Park","EXPRESS",0,7425895,11028002,0,101,1,1
100169,80518,693954947,"Carkeek Park","EXPRESS",0,7425895,11028002,0,101,1,1
100169,80518,693954997,"Carkeek Park","EXPRESS",0,7425894,11028002,0,101,1,1
100169,80518,693955067,"Carkeek Park","EXPRESS",0,7425894,11028002,0,101,1,1
100169,80518,693955077,"Carkeek Park","EXPRESS",0,7425894,11028002,0,101,1,1
100169,80518,693955207,"Carkeek Park","EXPRESS",0,7425893,11028002,0,101,1,1
100169,80518,693955217,"Carkeek Park","EXPRESS",0,7425893,11028002,0,101,1,1
100009,80518,693974067,"Madison Park Capitol Hill Station","LOCAL",0,7425999,11011010,0,101,1,1
100009,80518,693974077,"Downtown Seattle Capitol Hill Station","LOCAL",1,7425999,20011009,0,101,1,1
100009,80518,693974087,"Madison Park Capitol Hill Station","LOCAL",0,7425999,11011010,0,101,1,1
100009,80518,693974097,"Downtown Seattle Capitol Hill Station","LOCAL",1,7425999,20011009,0,101,1,1
100009,80518,693974107,"Madison Park Capitol Hill Station","LOCAL",0,7425999,11011010,0,101,1,1
100009,80518,693974117,"Madison Park Capitol Hill Station","LOCAL",0,7425999,11011010,0,101,1,1
100009,80518,693974127,"Downtown Seattle Capitol Hill Station","LOCAL",1,7425999,20011009,0,101,1,1
100009,80518,693974137,"Downtown Seattle Capitol Hill Station","LOCAL",1,7425999,20011009,0,101,1,1
100009,80518,693974147,"Downtown Seattle Capitol Hill Station","LOCAL",1,7425999,20011009,0,101,1,1
100009,80518,693974157,"Madison Park Capitol Hill Station","LOCAL",0,7425999,11011010,0,101,1,1
100009,80518,693974167,"Madison Park Capitol Hill Station","LOCAL",0,7425999,11011010,0,101,1,1
100009,80518,693974177,"Madison Park Capitol Hill Station","LOCAL",0,7425999,11011010,0,101,1,1
100009,80518,693974187,"Madison Park Capitol Hill Station","LOCAL",0,7425999,11011010,0,101,1,1
100009,80518,693974197,"Downtown Seattle Capitol Hill Station","LOCAL",1,7425999,20011009,0,101,1,1
100009,80518,693974207,"Downtown Seattle Capitol Hill Station","LOCAL",1,7425999,20011009,0,101,1,1
100009,80518,693974217,"Madison Park Capitol Hill Station","LOCAL",0,7425999,11011010,0,101,1,1
100009,80518,693974227,"Downtown Seattle Capitol Hill Station","LOCAL",1,7425999,20011009,0,101,1,1
100009,80518,693974237,"Downtown Seattle Capitol Hill Station","LOCAL",1,7425999,20011009,0,101,1,1
100009,80518,693974247,"Madison Park Capitol Hill Station","LOCAL",0,7425999,11011010,0,101,1,1
100009,80518,693974257,"Madison Park Capitol Hill Station","LOCAL",0,7425998,11011010,0,101,1,1
100009,80518,693974267,"Downtown Seattle Capitol Hill Station","LOCAL",1,7425998,20011009,0,101,1,1
100009,80518,693974277,"Madison Park Capitol Hill Station","LOCAL",0,7425998,11011010,0,101,1,1
100009,80518,693974287,"Downtown Seattle Capitol Hill Station","LOCAL",1,7425998,20011009,0,101,1,1
100009,80518,693974297,"Downtown Seattle Capitol Hill Station","LOCAL",1,7425998,20011009,0,101,1,1
100009,80518,693974307,"Downtown Seattle Capitol Hill Station","LOCAL",1,7425998,20011009,0,101,1,1
100009,80518,693974317,"Downtown Seattle Capitol Hill Station","LOCAL",1,7425998,20011009,0,101,1,1
100009,80518,693974327,"Madison Park Capitol Hill Station","LOCAL",0,7425998,11011010,0,101,1,1
100009,80518,693974337,"Madison Park Capitol Hill Station","LOCAL",0,7425998,11011010,0,101,1,1
100009,80518,693974347,"Madison Park Capitol Hill Station","LOCAL",0,7425998,11011010,0,101,1,1
100009,80518,693974357,"Madison Park Capitol Hill Station","LOCAL",0,7425998,11011010,0,101,1,1
100009,80518,693974367,"Downtown Seattle Capitol Hill Station","LOCAL",1,7425998,20011009,0,101,1,1
100009,80518,693974377,"Downtown Seattle Capitol Hill Station","LOCAL",1,7425998,20011009,0,101,1,1
100009,80518,693974387,"Downtown Seattle Capitol Hill Station","LOCAL",1,7425999,20011009,0,101,1,1
100009,80518,693974397,"Madison Park Capitol Hill Station","LOCAL",0,7425998,11011010,0,101,1,1
100009,80518,693974407,"Downtown Seattle Capitol Hill Station","LOCAL",1,7425998,20011009,0,101,1,1
100009,80518,693974417,"Madison Park Capitol Hill Station","LOCAL",0,7425998,11011010,0,101,1,1
100009,80518,693974427,"Downtown Seattle Capitol Hill Station","LOCAL",1,7425998,20011009,0,101,1,1
100009,80518,693974437,"Madison Park Capitol Hill Station","LOCAL",0,7425998,11011010,0,101,1,1
100009,80518,693974447,"Madison Park Capitol Hill Station","LOCAL",0,7425998,11011010,0,101,1,1
100009,80518,693974457,"Madison Park Capitol Hill Station","LOCAL",0,7425999,11011010,0,101,1,1
100009,80518,693974467,"Madison Park Capitol Hill Station","LOCAL",0,7425968,11011010,0,101,1,1
100009,80518,693974477,"Downtown Seattle Capitol Hill Station","LOCAL",1,7425968,20011009,0,101,1,1
100009,80518,693974487,"Madison Park Capitol Hill Station","LOCAL",0,7425968,11011010,0,101,1,1
100009,80518,693974497,"Downtown Seattle Capitol Hill Station","LOCAL",1,7425968,20011009,0,101,1,1
100009,80518,693974507,"Madison Park Capitol Hill Station","LOCAL",0,7425968,11011010,0,101,1,1
100009,80518,693974517,"Madison Park Capitol Hill Station","LOCAL",0,7425968,11011010,0,101,1,1
100009,80518,693974527,"Downtown Seattle Capitol Hill Station","LOCAL",1,7425968,20011009,0,101,1,1
100009,80518,693974537,"Downtown Seattle Capitol Hill Station","LOCAL",1,7425998,20011009,0,101,1,1
100009,80518,693974547,"Downtown Seattle Capitol Hill Station","LOCAL",1,7425968,20011009,0,101,1,1
100009,80518,693974557,"Madison Park Capitol Hill Station","LOCAL",0,7425968,11011010,0,101,1,1
100009,80518,693974567,"Downtown Seattle Capitol Hill Station","LOCAL",1,7425968,20011009,0,101,1,1
100009,80518,693974577,"Downtown Seattle Capitol Hill Station","LOCAL",1,7425968,20011009,0,101,1,1
100009,80518,693974587,"Downtown Seattle Capitol Hill Station","LOCAL",1,7425968,20011009,0,101,1,1
100009,80518,693974597,"Madison Park Capitol Hill Station","LOCAL",0,7425968,11011010,0,101,1,1
100009,80518,693974607,"Downtown Seattle Capitol Hill Station","LOCAL",1,7425968,20011009,0,101,1,1
100009,80518,693974617,"Madison Park Capitol Hill Station","LOCAL",0,7425968,11011010,0,101,1,1
100009,80518,693974627,"Madison Park Capitol Hill Station","LOCAL",0,7425968,11011010,0,101,1,1
100009,80518,693974637,"Madison Park Capitol Hill Station","LOCAL",0,7425968,11011010,0,101,1,1
100009,80518,693974647,"Downtown Seattle Capitol Hill Station","LOCAL",1,7425999,20011009,0,101,1,1
100009,80518,693974657,"Madison Park Capitol Hill Station","LOCAL",0,7425998,11011010,0,101,1,1
100009,80518,693974667,"Madison Park Capitol Hill Station","LOCAL",0,7425999,11011010,0,101,1,1
100009,80518,693974677,"Downtown Seattle Capitol Hill Station","LOCAL",1,7425968,20011009,0,101,1,1
100009,80518,693974687,"Downtown Seattle Capitol Hill Station","LOCAL",1,7425996,20011009,0,101,1,1
100009,80518,693974697,"Madison Park Capitol Hill Station","LOCAL",0,7425996,11011010,0,101,1,1
100009,80518,693974707,"Downtown Seattle Capitol Hill Station","LOCAL",1,7425996,20011009,0,101,1,1
100009,80518,693974717,"Downtown Seattle Capitol Hill Station","LOCAL",1,7425998,20011009,0,101,1,1
100009,80518,693974727,"Madison Park Capitol Hill Station","LOCAL",0,7425996,11011010,0,101,1,1
100009,80518,693974737,"Madison Park Capitol Hill Station","LOCAL",0,7425968,11011010,0,101,1,1
100009,80518,693974747,"Downtown Seattle Capitol Hill Station","LOCAL",1,7425996,20011009,0,101,1,1
100009,80518,693974757,"Madison Park Capitol Hill Station","LOCAL",0,7425996,11011010,0,101,1,1
100009,80518,693974767,"Downtown Seattle Capitol Hill Station","LOCAL",1,7425996,20011009,0,101,1,1
100009,80518,693974777,"Madison Park Capitol Hill Station","LOCAL",0,7425996,11011010,0,101,1,1
100009,80518,693974787,"Madison Park Capitol Hill Station","LOCAL",0,7425996,11011010,0,101,1,1
100009,80518,693974797,"Downtown Seattle Capitol Hill Station","LOCAL",1,7425996,20011009,0,101,1,1
100009,80518,693974807,"Madison Park Capitol Hill Station","LOCAL",0,7425996,11011010,0,101,1,1
100009,80518,693974817,"Downtown Seattle Capitol Hill Station","LOCAL",1,7425999,20011009,0,101,1,1
100009,80518,693974827,"Madison Park Capitol Hill Station","LOCAL",0,7425998,11011010,0,101,1,1
100009,80518,693974837,"Downtown Seattle Capitol Hill Station","LOCAL",1,7425968,20011009,0,101,1,1
100009,80518,693974847,"Madison Park Capitol Hill Station","LOCAL",0,7425999,11011010,0,101,1,1
100009,80518,693974857,"Madison Park Capitol Hill Station","LOCAL",0,7425968,11011010,0,101,1,1
100009,80518,693974867,"Downtown Seattle Capitol Hill Station","LOCAL",1,7425998,20011009,0,101,1,1
100009,80518,693974877,"Downtown Seattle Capitol Hill Station","LOCAL",1,7425996,20011009,0,101,1,1
100009,80518,693974887,"Madison Park Capitol Hill Station","LOCAL",0,7425968,11011010,0,101,1,1
100009,80518,693974897,"Madison Park Capitol Hill Station","LOCAL",0,7425999,11011010,0,101,1,1
100009,80518,693974907,"Downtown Seattle Capitol Hill Station","LOCAL",1,7425996,20011009,0,101,1,1
100009,80518,693974917,"Downtown Seattle Capitol Hill Station","LOCAL",1,7425997,20011009,0,101,1,1
100009,80518,693974927,"Downtown Seattle Capitol Hill Station","LOCAL",1,7425999,20011009,0,101,1,1
100009,80518,693974937,"Downtown Seattle Capitol Hill Station","LOCAL",1,7425968,20011009,0,101,1,1
100009,80518,693974947,"Madison Park Capitol Hill Station","LOCAL",0,7425997,11011010,0,101,1,1
100009,80518,693974957,"Downtown Seattle Capitol Hill Station","LOCAL",1,7425997,20011009,0,101,1,1
100009,80518,693974967,"Downtown Seattle Capitol Hill Station","LOCAL",1,7425997,20011009,0,101,1,1
100009,80518,693974977,"Madison Park Capitol Hill Station","LOCAL",0,7425998,11011010,0,101,1,1
100009,80518,693974987,"Downtown Seattle Capitol Hill Station","LOCAL",1,7425998,20011009,0,101,1,1
100009,80518,693974997,"Madison Park Capitol Hill Station","LOCAL",0,7425997,11011010,0,101,1,1
100009,80518,693975007,"Madison Park Capitol Hill Station","LOCAL",0,7425996,11011010,0,101,1,1
100009,80518,693975017,"Downtown Seattle Capitol Hill Station","LOCAL",1,7425997,20011009,0,101,1,1
100009,80518,693975027,"Downtown Seattle Capitol Hill Station","LOCAL",1,7425997,20011009,0,101,1,1
100009,80518,693975037,"Madison Park Capitol Hill Station","LOCAL",0,7425997,11011010,0,101,1,1
100009,80518,693975047,"Madison Park Capitol Hill Station","LOCAL",0,7425997,11011010,0,101,1,1
100009,80518,693975057,"Downtown Seattle Capitol Hill Station","LOCAL",1,7425997,20011009,0,101,1,1
100009,80518,693975067,"Madison Park Capitol Hill Station","LOCAL",0,7425997,11011010,0,101,1,1
100009,80518,693975077,"Downtown Seattle Capitol Hill Station","LOCAL",1,7425997,20011009,0,101,1,1
100009,80518,693975087,"Madison Park Capitol Hill Station","LOCAL",0,7425997,11011010,0,101,1,1
100009,80518,693975097,"Madison Park Capitol Hill Station","LOCAL",0,7425997,11011010,0,101,1,1
100009,80518,693975107,"Downtown Seattle Capitol Hill Station","LOCAL",1,7425968,20011009,0,101,1,1
100009,80518,693975117,"Downtown Seattle Capitol Hill Station","LOCAL",1,7425998,20011009,0,101,1,1
100009,80518,693975127,"Madison Park Capitol Hill Station","LOCAL",0,7425996,11011010,0,101,1,1
100009,80518,693975137,"Madison Park Capitol Hill Station","LOCAL",0,7425999,11011010,0,101,1,1
100009,80518,693975147,"Madison Park Capitol Hill Station","LOCAL",0,7425998,11011010,0,101,1,1
100009,80518,693975157,"Downtown Seattle Capitol Hill Station","LOCAL",1,7425999,20011009,0,101,1,1
100009,80518,693975167,"Madison Park Capitol Hill Station","LOCAL",0,7425996,11011010,0,101,1,1
100009,80518,693975177,"Downtown Seattle Capitol Hill Station","LOCAL",1,7425996,20011009,0,101,1,1
100009,80518,693975187,"Madison Park Capitol Hill Station","LOCAL",0,7425998,11011010,0,101,1,1
100009,80518,693975197,"Downtown Seattle Capitol Hill Station","LOCAL",1,7425999,20011009,0,101,1,1
100009,80518,693975207,"Downtown Seattle Capitol Hill Station","LOCAL",1,7425996,20011009,0,101,1,1
100009,80518,693975217,"Madison Park Capitol Hill Station","LOCAL",0,7425996,11011010,0,101,1,1
100009,80518,693975227,"Downtown Seattle Capitol Hill Station","LOCAL",1,7425998,20011009,0,101,1,1
100009,80518,693975237,"Downtown Seattle Capitol Hill Station","LOCAL",1,7425996,20011009,0,101,1,1
100023,18999,693981417,"Downtown Seattle Georgetown","LOCAL",1,7450479,10124001,0,101,1,1
